Ship_ID,Order_ID,Ship_Mode,Shipping_Cost
SHIP-1411,ORD-2411,Standard,333
SHIP-1412,ORD-2412,Express,182
SHIP-1413,ORD-2413,Standard,288
SHIP-1414,ORD-2414,Express,393
SHIP-1415,ORD-2415,Standard,428
SHIP-1416,ORD-2416,Express,180
SHIP-1417,ORD-2417,Standard,463
SHIP-1418,ORD-2418,Express,233
SHIP-1419,ORD-2419,Express,271
SHIP-1420,ORD-2420,Standard,294
SHIP-1421,ORD-2421,Express,303
SHIP-1422,ORD-2422,Express,194
SHIP-1423,ORD-2423,Standard,367
SHIP-1424,ORD-2424,Standard,232
SHIP-1425,ORD-2425,Express,491
SHIP-1426,ORD-2426,Express,50
SHIP-1427,ORD-2427,Standard,465
SHIP-1428,ORD-2428,Express,459
SHIP-1429,ORD-2429,Express,101
SHIP-1430,ORD-2430,Standard,384
SHIP-1431,ORD-2431,Express,50
SHIP-1432,ORD-2432,Standard,392
SHIP-1433,ORD-2433,Standard,255
SHIP-1434,ORD-2434,Express,179
SHIP-1435,ORD-2435,Standard,90
SHIP-1436,ORD-2436,Standard,143
SHIP-1437,ORD-2437,Standard,362
SHIP-1438,ORD-2438,Express,468
SHIP-1439,ORD-2439,Standard,255
SHIP-1440,ORD-2440,Standard,428
SHIP-1441,ORD-2441,Standard,112
SHIP-1442,ORD-2442,Standard,210
SHIP-1443,ORD-2443,Express,177
SHIP-1444,ORD-2444,Standard,478
SHIP-1445,ORD-2445,Express,164
SHIP-1446,ORD-2446,Standard,204
SHIP-1447,ORD-2447,Express,100
SHIP-1448,ORD-2448,Express,229
SHIP-1449,ORD-2449,Express,374
SHIP-1450,ORD-2450,Standard,289
SHIP-1451,ORD-2451,Express,249
SHIP-1452,ORD-2452,Express,322
SHIP-1453,ORD-2453,Express,148
SHIP-1454,ORD-2454,Express,424
SHIP-1455,ORD-2455,Standard,490
SHIP-1456,ORD-2456,Standard,431
SHIP-1457,ORD-2457,Standard,207
SHIP-1458,ORD-2458,Express,162
SHIP-1459,ORD-2459,Express,373
SHIP-1460,ORD-2460,Standard,295
SHIP-1461,ORD-2461,Standard,399
SHIP-1462,ORD-2462,Express,474
SHIP-1463,ORD-2463,Standard,390
SHIP-1464,ORD-2464,Express,246
SHIP-1465,ORD-2465,Standard,377
SHIP-1466,ORD-2466,Express,121
SHIP-1467,ORD-2467,Standard,457
SHIP-1468,ORD-2468,Standard,249
SHIP-1469,ORD-2469,Express,463
SHIP-1470,ORD-2470,Express,183
SHIP-1471,ORD-2471,Express,344
SHIP-1472,ORD-2472,Standard,164
SHIP-1473,ORD-2473,Standard,150
SHIP-1474,ORD-2474,Express,434
SHIP-1475,ORD-2475,Express,93
SHIP-1476,ORD-2476,Express,85
SHIP-1477,ORD-2477,Express,76
SHIP-1478,ORD-2478,Express,302
SHIP-1479,ORD-2479,Standard,460
SHIP-1480,ORD-2480,Standard,60
SHIP-1481,ORD-2481,Express,172
SHIP-1482,ORD-2482,Standard,116
SHIP-1483,ORD-2483,Standard,219
SHIP-1484,ORD-2484,Standard,207
SHIP-1485,ORD-2485,Standard,273
SHIP-1486,ORD-2486,Express,388
SHIP-1487,ORD-2487,Express,400
SHIP-1488,ORD-2488,Express,407
SHIP-1489,ORD-2489,Express,226
SHIP-1490,ORD-2490,Express,265
SHIP-1491,ORD-2491,Express,461
SHIP-1492,ORD-2492,Express,219
SHIP-1493,ORD-2493,Standard,365
SHIP-1494,ORD-2494,Express,182
SHIP-1495,ORD-2495,Standard,208
SHIP-1496,ORD-2496,Standard,164
SHIP-1497,ORD-2497,Standard,188
SHIP-1498,ORD-2498,Standard,259
SHIP-1499,ORD-2499,Express,226
SHIP-1500,ORD-2500,Standard,443
SHIP-1501,ORD-2501,Standard,244
SHIP-1502,ORD-2502,Standard,432
SHIP-1503,ORD-2503,Express,128
SHIP-1504,ORD-2504,Express,358
SHIP-1505,ORD-2505,Express,327
SHIP-1506,ORD-2506,Express,130
SHIP-1507,ORD-2507,Express,104
SHIP-1508,ORD-2508,Standard,305
SHIP-1509,ORD-2509,Standard,480
SHIP-1510,ORD-2510,Standard,342
SHIP-1511,ORD-2511,Express,295
SHIP-1512,ORD-2512,Standard,375
SHIP-1513,ORD-2513,Standard,430
SHIP-1514,ORD-2514,Express,147
SHIP-1515,ORD-2515,Express,466
SHIP-1516,ORD-2516,Express,447
SHIP-1517,ORD-2517,Standard,433
SHIP-1518,ORD-2518,Express,268
SHIP-1519,ORD-2519,Standard,236
SHIP-1520,ORD-2520,Standard,60
SHIP-1521,ORD-2521,Express,475
SHIP-1522,ORD-2522,Express,60
SHIP-1523,ORD-2523,Express,284
SHIP-1524,ORD-2524,Standard,188
SHIP-1525,ORD-2525,Express,326
SHIP-1526,ORD-2526,Express,265
SHIP-1527,ORD-2527,Standard,304
SHIP-1528,ORD-2528,Express,378
SHIP-1529,ORD-2529,Standard,192
SHIP-1530,ORD-2530,Express,113
SHIP-1531,ORD-2531,Standard,391
SHIP-1532,ORD-2532,Express,434
SHIP-1533,ORD-2533,Express,479
SHIP-1534,ORD-2534,Standard,63
SHIP-1535,ORD-2535,Express,281
SHIP-1536,ORD-2536,Express,87
SHIP-1537,ORD-2537,Express,390
SHIP-1538,ORD-2538,Express,330
SHIP-1539,ORD-2539,Standard,349
SHIP-1540,ORD-2540,Express,156
SHIP-1541,ORD-2541,Express,326
SHIP-1542,ORD-2542,Standard,478
SHIP-1543,ORD-2543,Express,311
SHIP-1544,ORD-2544,Standard,486
SHIP-1545,ORD-2545,Express,236
SHIP-1546,ORD-2546,Express,291
SHIP-1547,ORD-2547,Standard,330
SHIP-1548,ORD-2548,Express,346
SHIP-1549,ORD-2549,Standard,439
SHIP-1550,ORD-2550,Standard,429
SHIP-1551,ORD-2551,Express,439
SHIP-1552,ORD-2552,Standard,248
SHIP-1553,ORD-2553,Express,314
SHIP-1554,ORD-2554,Standard,247
SHIP-1555,ORD-2555,Express,73
SHIP-1556,ORD-2556,Express,331
SHIP-1557,ORD-2557,Standard,302
SHIP-1558,ORD-2558,Express,217
SHIP-1559,ORD-2559,Standard,426
SHIP-1560,ORD-2560,Standard,291
SHIP-1561,ORD-2561,Standard,417
SHIP-1562,ORD-2562,Express,360
SHIP-1563,ORD-2563,Standard,261
SHIP-1564,ORD-2564,Standard,135
SHIP-1565,ORD-2565,Standard,125
SHIP-1566,ORD-2566,Express,60
SHIP-1567,ORD-2567,Standard,497
SHIP-1568,ORD-2568,Express,390
SHIP-1569,ORD-2569,Express,178
SHIP-1570,ORD-2570,Express,191
SHIP-1571,ORD-2571,Standard,236
SHIP-1572,ORD-2572,Standard,339
SHIP-1573,ORD-2573,Express,420
SHIP-1574,ORD-2574,Express,121
SHIP-1575,ORD-2575,Express,483
SHIP-1576,ORD-2576,Express,175
SHIP-1577,ORD-2577,Express,291
SHIP-1578,ORD-2578,Express,72
SHIP-1579,ORD-2579,Standard,380
SHIP-1580,ORD-2580,Standard,378
SHIP-1581,ORD-2581,Standard,373
SHIP-1582,ORD-2582,Express,457
SHIP-1583,ORD-2583,Express,199
SHIP-1584,ORD-2584,Standard,216
SHIP-1585,ORD-2585,Standard,475
SHIP-1586,ORD-2586,Standard,239
SHIP-1587,ORD-2587,Express,396
SHIP-1588,ORD-2588,Express,253
SHIP-1589,ORD-2589,Standard,292
SHIP-1590,ORD-2590,Express,247
SHIP-1591,ORD-2591,Express,238
SHIP-1592,ORD-2592,Standard,427
SHIP-1593,ORD-2593,Express,419
SHIP-1594,ORD-2594,Standard,265
SHIP-1595,ORD-2595,Standard,292
SHIP-1596,ORD-2596,Standard,416
SHIP-1597,ORD-2597,Standard,78
SHIP-1598,ORD-2598,Express,391
SHIP-1599,ORD-2599,Express,497
SHIP-1600,ORD-2600,Standard,370
SHIP-1601,ORD-2601,Standard,449
SHIP-1602,ORD-2602,Express,408
SHIP-1603,ORD-2603,Standard,457
SHIP-1604,ORD-2604,Standard,100
SHIP-1605,ORD-2605,Express,193
SHIP-1606,ORD-2606,Express,161
SHIP-1607,ORD-2607,Standard,334
SHIP-1608,ORD-2608,Standard,112
SHIP-1609,ORD-2609,Standard,391
SHIP-1610,ORD-2610,Standard,367
SHIP-1611,ORD-2611,Standard,311
SHIP-1612,ORD-2612,Standard,336
SHIP-1613,ORD-2613,Standard,438
SHIP-1614,ORD-2614,Express,179
SHIP-1615,ORD-2615,Express,208
SHIP-1616,ORD-2616,Express,197
SHIP-1617,ORD-2617,Express,461
SHIP-1618,ORD-2618,Standard,237
SHIP-1619,ORD-2619,Standard,155
SHIP-1620,ORD-2620,Standard,357
SHIP-1621,ORD-2621,Standard,80
SHIP-1622,ORD-2622,Express,439
SHIP-1623,ORD-2623,Express,374
SHIP-1624,ORD-2624,Standard,481
SHIP-1625,ORD-2625,Express,477
SHIP-1626,ORD-2626,Standard,117
SHIP-1627,ORD-2627,Standard,319
SHIP-1628,ORD-2628,Express,490
SHIP-1629,ORD-2629,Express,92
SHIP-1630,ORD-2630,Express,321
SHIP-1631,ORD-2631,Express,229
SHIP-1632,ORD-2632,Express,160
SHIP-1633,ORD-2633,Standard,328
SHIP-1634,ORD-2634,Standard,425
SHIP-1635,ORD-2635,Express,320
SHIP-1636,ORD-2636,Standard,389
SHIP-1637,ORD-2637,Express,468
SHIP-1638,ORD-2638,Express,446
SHIP-1639,ORD-2639,Express,449
SHIP-1640,ORD-2640,Express,76
SHIP-1641,ORD-2641,Standard,401
SHIP-1642,ORD-2642,Express,216
SHIP-1643,ORD-2643,Express,222
SHIP-1644,ORD-2644,Express,365
SHIP-1645,ORD-2645,Standard,306
SHIP-1646,ORD-2646,Express,174
SHIP-1647,ORD-2647,Standard,473
SHIP-1648,ORD-2648,Express,253
SHIP-1649,ORD-2649,Standard,138
SHIP-1650,ORD-2650,Express,196
SHIP-1651,ORD-2651,Express,270
SHIP-1652,ORD-2652,Standard,128
SHIP-1653,ORD-2653,Express,78
SHIP-1654,ORD-2654,Express,206
SHIP-1655,ORD-2655,Standard,483
SHIP-1656,ORD-2656,Standard,324
SHIP-1657,ORD-2657,Standard,93
SHIP-1658,ORD-2658,Standard,366
SHIP-1659,ORD-2659,Standard,417
SHIP-1660,ORD-2660,Express,315
SHIP-1661,ORD-2661,Express,352
SHIP-1662,ORD-2662,Standard,329
SHIP-1663,ORD-2663,Express,475
SHIP-1664,ORD-2664,Standard,470
SHIP-1665,ORD-2665,Express,110
SHIP-1666,ORD-2666,Express,328
SHIP-1667,ORD-2667,Express,82
SHIP-1668,ORD-2668,Standard,419
SHIP-1669,ORD-2669,Express,394
SHIP-1670,ORD-2670,Standard,332
SHIP-1671,ORD-2671,Standard,353
SHIP-1672,ORD-2672,Express,471
SHIP-1673,ORD-2673,Standard,385
SHIP-1674,ORD-2674,Express,247
SHIP-1675,ORD-2675,Express,280
SHIP-1676,ORD-2676,Standard,345
SHIP-1677,ORD-2677,Standard,146
SHIP-1678,ORD-2678,Express,204
SHIP-1679,ORD-2679,Standard,206
SHIP-1680,ORD-2680,Standard,441
SHIP-1681,ORD-2681,Express,404
SHIP-1682,ORD-2682,Express,166
SHIP-1683,ORD-2683,Standard,119
SHIP-1684,ORD-2684,Express,371
SHIP-1685,ORD-2685,Standard,388
SHIP-1686,ORD-2686,Standard,128
SHIP-1687,ORD-2687,Standard,210
SHIP-1688,ORD-2688,Standard,64
SHIP-1689,ORD-2689,Standard,144
SHIP-1690,ORD-2690,Express,59
SHIP-1691,ORD-2691,Express,134
SHIP-1692,ORD-2692,Express,438
SHIP-1693,ORD-2693,Express,227
SHIP-1694,ORD-2694,Express,91
SHIP-1695,ORD-2695,Standard,143
SHIP-1696,ORD-2696,Express,72
SHIP-1697,ORD-2697,Standard,170
SHIP-1698,ORD-2698,Express,440
SHIP-1699,ORD-2699,Express,112
SHIP-1700,ORD-2700,Standard,283
SHIP-1701,ORD-2701,Express,83
SHIP-1702,ORD-2702,Express,93
SHIP-1703,ORD-2703,Standard,54
SHIP-1704,ORD-2704,Express,228
SHIP-1705,ORD-2705,Standard,306
SHIP-1706,ORD-2706,Express,121
SHIP-1707,ORD-2707,Express,271
SHIP-1708,ORD-2708,Express,169
SHIP-1709,ORD-2709,Express,446
SHIP-1710,ORD-2710,Standard,370
SHIP-1711,ORD-2711,Express,371
SHIP-1712,ORD-2712,Standard,486
SHIP-1713,ORD-2713,Standard,446
SHIP-1714,ORD-2714,Standard,213
SHIP-1715,ORD-2715,Express,352
SHIP-1716,ORD-2716,Standard,466
SHIP-1717,ORD-2717,Standard,268
SHIP-1718,ORD-2718,Express,84
SHIP-1719,ORD-2719,Standard,55
SHIP-1720,ORD-2720,Express,460
SHIP-1721,ORD-2721,Standard,81
SHIP-1722,ORD-2722,Standard,488
SHIP-1723,ORD-2723,Express,229
SHIP-1724,ORD-2724,Standard,89
SHIP-1725,ORD-2725,Standard,459
SHIP-1726,ORD-2726,Express,428
SHIP-1727,ORD-2727,Standard,250
SHIP-1728,ORD-2728,Express,346
SHIP-1729,ORD-2729,Express,156
SHIP-1730,ORD-2730,Standard,498
SHIP-1731,ORD-2731,Express,494
SHIP-1732,ORD-2732,Express,433
SHIP-1733,ORD-2733,Standard,239
SHIP-1734,ORD-2734,Standard,290
SHIP-1735,ORD-2735,Standard,376
SHIP-1736,ORD-2736,Standard,56
SHIP-1737,ORD-2737,Standard,210
SHIP-1738,ORD-2738,Standard,263
SHIP-1739,ORD-2739,Express,346
SHIP-1740,ORD-2740,Standard,201
SHIP-1741,ORD-2741,Express,302
SHIP-1742,ORD-2742,Express,496
SHIP-1743,ORD-2743,Standard,134
SHIP-1744,ORD-2744,Express,428
SHIP-1745,ORD-2745,Standard,495
SHIP-1746,ORD-2746,Express,436
SHIP-1747,ORD-2747,Express,129
SHIP-1748,ORD-2748,Express,317
SHIP-1749,ORD-2749,Standard,93
SHIP-1750,ORD-2750,Standard,349
SHIP-1751,ORD-2751,Express,86
SHIP-1752,ORD-2752,Standard,468
SHIP-1753,ORD-2753,Standard,222
SHIP-1754,ORD-2754,Express,110
SHIP-1755,ORD-2755,Standard,372
SHIP-1756,ORD-2756,Express,167
SHIP-1757,ORD-2757,Standard,475
SHIP-1758,ORD-2758,Standard,168
SHIP-1759,ORD-2759,Standard,470
SHIP-1760,ORD-2760,Standard,410
SHIP-1761,ORD-2761,Standard,134
SHIP-1762,ORD-2762,Express,381
SHIP-1763,ORD-2763,Standard,222
SHIP-1764,ORD-2764,Standard,73
SHIP-1765,ORD-2765,Standard,459
SHIP-1766,ORD-2766,Express,360
SHIP-1767,ORD-2767,Express,305
SHIP-1768,ORD-2768,Express,213
SHIP-1769,ORD-2769,Standard,124
SHIP-1770,ORD-2770,Express,186
SHIP-1771,ORD-2771,Standard,498
SHIP-1772,ORD-2772,Express,172
SHIP-1773,ORD-2773,Express,305
SHIP-1774,ORD-2774,Standard,347
SHIP-1775,ORD-2775,Express,165
SHIP-1776,ORD-2776,Standard,183
SHIP-1777,ORD-2777,Standard,308
SHIP-1778,ORD-2778,Express,100
SHIP-1779,ORD-2779,Express,314
SHIP-1780,ORD-2780,Express,88
SHIP-1781,ORD-2781,Express,62
SHIP-1782,ORD-2782,Express,437
SHIP-1783,ORD-2783,Express,434
SHIP-1784,ORD-2784,Express,226
SHIP-1785,ORD-2785,Standard,440
SHIP-1786,ORD-2786,Standard,261
SHIP-1787,ORD-2787,Standard,229
SHIP-1788,ORD-2788,Standard,198
SHIP-1789,ORD-2789,Standard,486
SHIP-1790,ORD-2790,Express,54
SHIP-1791,ORD-2791,Standard,407
SHIP-1792,ORD-2792,Standard,295
SHIP-1793,ORD-2793,Standard,340
SHIP-1794,ORD-2794,Standard,347
SHIP-1795,ORD-2795,Express,389
SHIP-1796,ORD-2796,Express,205
SHIP-1797,ORD-2797,Express,268
SHIP-1798,ORD-2798,Express,498
SHIP-1799,ORD-2799,Express,445
SHIP-1800,ORD-2800,Standard,456
SHIP-1801,ORD-2801,Express,296
SHIP-1802,ORD-2802,Express,244
SHIP-1803,ORD-2803,Standard,75
SHIP-1804,ORD-2804,Standard,170
SHIP-1805,ORD-2805,Express,115
SHIP-1806,ORD-2806,Express,394
SHIP-1807,ORD-2807,Express,493
SHIP-1808,ORD-2808,Express,465
SHIP-1809,ORD-2809,Standard,484
SHIP-1810,ORD-2810,Express,429
SHIP-1811,ORD-2811,Standard,496
SHIP-1812,ORD-2812,Standard,227
SHIP-1813,ORD-2813,Standard,75
SHIP-1814,ORD-2814,Standard,365
SHIP-1815,ORD-2815,Express,376
SHIP-1816,ORD-2816,Standard,414
SHIP-1817,ORD-2817,Express,214
SHIP-1818,ORD-2818,Standard,129
SHIP-1819,ORD-2819,Express,477
SHIP-1820,ORD-2820,Express,379
SHIP-1821,ORD-2821,Standard,167
SHIP-1822,ORD-2822,Standard,364
SHIP-1823,ORD-2823,Express,231
SHIP-1824,ORD-2824,Express,356
SHIP-1825,ORD-2825,Express,428
SHIP-1826,ORD-2826,Express,454
SHIP-1827,ORD-2827,Standard,81
SHIP-1828,ORD-2828,Standard,298
SHIP-1829,ORD-2829,Express,248
SHIP-1830,ORD-2830,Standard,397
SHIP-1831,ORD-2831,Standard,477
SHIP-1832,ORD-2832,Express,164
SHIP-1833,ORD-2833,Express,273
SHIP-1834,ORD-2834,Standard,393
SHIP-1835,ORD-2835,Express,287
SHIP-1836,ORD-2836,Express,211
SHIP-1837,ORD-2837,Express,86
SHIP-1838,ORD-2838,Express,114
SHIP-1839,ORD-2839,Standard,105
SHIP-1840,ORD-2840,Standard,175
SHIP-1841,ORD-2841,Standard,249
SHIP-1842,ORD-2842,Express,495
SHIP-1843,ORD-2843,Express,149
SHIP-1844,ORD-2844,Express,445
SHIP-1845,ORD-2845,Standard,386
SHIP-1846,ORD-2846,Standard,377
SHIP-1847,ORD-2847,Express,86
SHIP-1848,ORD-2848,Standard,169
SHIP-1849,ORD-2849,Standard,79
SHIP-1850,ORD-2850,Standard,429
SHIP-1851,ORD-2851,Standard,312
SHIP-1852,ORD-2852,Standard,348
SHIP-1853,ORD-2853,Standard,54
SHIP-1854,ORD-2854,Express,487
SHIP-1855,ORD-2855,Express,427
SHIP-1856,ORD-2856,Standard,175
SHIP-1857,ORD-2857,Standard,241
SHIP-1858,ORD-2858,Express,353
SHIP-1859,ORD-2859,Express,360
SHIP-1860,ORD-2860,Standard,286
SHIP-1861,ORD-2861,Express,389
SHIP-1862,ORD-2862,Express,463
SHIP-1863,ORD-2863,Standard,237
SHIP-1864,ORD-2864,Standard,373
SHIP-1865,ORD-2865,Express,162
SHIP-1866,ORD-2866,Standard,225
SHIP-1867,ORD-2867,Standard,219
SHIP-1868,ORD-2868,Standard,478
SHIP-1869,ORD-2869,Standard,111
SHIP-1870,ORD-2870,Express,339
SHIP-1871,ORD-2871,Express,466
SHIP-1872,ORD-2872,Express,174
SHIP-1873,ORD-2873,Express,71
SHIP-1874,ORD-2874,Standard,378
SHIP-1875,ORD-2875,Express,234
SHIP-1876,ORD-2876,Standard,336
SHIP-1877,ORD-2877,Standard,203
SHIP-1878,ORD-2878,Standard,337
SHIP-1879,ORD-2879,Standard,320
SHIP-1880,ORD-2880,Standard,430
SHIP-1881,ORD-2881,Express,351
SHIP-1882,ORD-2882,Express,288
SHIP-1883,ORD-2883,Express,388
SHIP-1884,ORD-2884,Express,192
SHIP-1885,ORD-2885,Standard,263
SHIP-1886,ORD-2886,Standard,178
SHIP-1887,ORD-2887,Standard,304
SHIP-1888,ORD-2888,Standard,332
SHIP-1889,ORD-2889,Express,117
SHIP-1890,ORD-2890,Standard,464
SHIP-1891,ORD-2891,Express,227
SHIP-1892,ORD-2892,Express,207
SHIP-1893,ORD-2893,Express,455
SHIP-1894,ORD-2894,Standard,461
SHIP-1895,ORD-2895,Express,137
SHIP-1896,ORD-2896,Express,257
SHIP-1897,ORD-2897,Express,231
SHIP-1898,ORD-2898,Standard,174
SHIP-1899,ORD-2899,Standard,376
SHIP-1900,ORD-2900,Express,273
SHIP-1901,ORD-2901,Standard,297
SHIP-1902,ORD-2902,Standard,326
SHIP-1903,ORD-2903,Standard,147
SHIP-1904,ORD-2904,Express,458
SHIP-1905,ORD-2905,Standard,156
SHIP-1906,ORD-2906,Standard,493
SHIP-1907,ORD-2907,Express,411
SHIP-1908,ORD-2908,Standard,451
SHIP-1909,ORD-2909,Express,202
SHIP-1910,ORD-2910,Express,479
SHIP-1911,ORD-2911,Express,404
SHIP-1912,ORD-2912,Standard,474
SHIP-1913,ORD-2913,Express,120
SHIP-1914,ORD-2914,Standard,498
SHIP-1915,ORD-2915,Standard,186
SHIP-1916,ORD-2916,Standard,304
SHIP-1917,ORD-2917,Standard,263
SHIP-1918,ORD-2918,Express,442
SHIP-1919,ORD-2919,Standard,283
SHIP-1920,ORD-2920,Express,232
SHIP-1921,ORD-2921,Standard,235
SHIP-1922,ORD-2922,Express,207
SHIP-1923,ORD-2923,Express,333
SHIP-1924,ORD-2924,Express,120
SHIP-1925,ORD-2925,Standard,98
SHIP-1926,ORD-2926,Express,334
SHIP-1927,ORD-2927,Standard,115
SHIP-1928,ORD-2928,Express,209
SHIP-1929,ORD-2929,Standard,261
SHIP-1930,ORD-2930,Express,387
SHIP-1931,ORD-2931,Express,279
SHIP-1932,ORD-2932,Express,406
SHIP-1933,ORD-2933,Express,400
SHIP-1934,ORD-2934,Express,437
SHIP-1935,ORD-2935,Standard,458
SHIP-1936,ORD-2936,Standard,90
SHIP-1937,ORD-2937,Express,69
SHIP-1938,ORD-2938,Express,250
SHIP-1939,ORD-2939,Standard,264
SHIP-1940,ORD-2940,Standard,421
SHIP-1941,ORD-2941,Express,130
SHIP-1942,ORD-2942,Express,131
SHIP-1943,ORD-2943,Standard,368
SHIP-1944,ORD-2944,Standard,260
SHIP-1945,ORD-2945,Standard,364
SHIP-1946,ORD-2946,Standard,361
SHIP-1947,ORD-2947,Express,118
SHIP-1948,ORD-2948,Standard,95
SHIP-1949,ORD-2949,Express,257
SHIP-1950,ORD-2950,Express,432
SHIP-1951,ORD-2951,Express,476
SHIP-1952,ORD-2952,Express,56
SHIP-1953,ORD-2953,Standard,278
SHIP-1954,ORD-2954,Standard,178
SHIP-1955,ORD-2955,Standard,345
SHIP-1956,ORD-2956,Standard,50
SHIP-1957,ORD-2957,Express,195
SHIP-1958,ORD-2958,Standard,341
SHIP-1959,ORD-2959,Standard,176
SHIP-1960,ORD-2960,Standard,73
SHIP-1961,ORD-2961,Standard,63
SHIP-1962,ORD-2962,Standard,141
SHIP-1963,ORD-2963,Express,470
SHIP-1964,ORD-2964,Standard,261
SHIP-1965,ORD-2965,Express,375
SHIP-1966,ORD-2966,Standard,369
SHIP-1967,ORD-2967,Express,127
SHIP-1968,ORD-2968,Express,345
SHIP-1969,ORD-2969,Express,447
SHIP-1970,ORD-2970,Standard,182
SHIP-1971,ORD-2971,Express,64
SHIP-1972,ORD-2972,Standard,496
SHIP-1973,ORD-2973,Standard,160
SHIP-1974,ORD-2974,Express,320
SHIP-1975,ORD-2975,Standard,79
SHIP-1976,ORD-2976,Express,77
SHIP-1977,ORD-2977,Standard,391
SHIP-1978,ORD-2978,Express,133
SHIP-1979,ORD-2979,Express,79
SHIP-1980,ORD-2980,Express,308
SHIP-1981,ORD-2981,Standard,244
SHIP-1982,ORD-2982,Standard,59
SHIP-1983,ORD-2983,Standard,120
SHIP-1984,ORD-2984,Standard,104
SHIP-1985,ORD-2985,Express,383
SHIP-1986,ORD-2986,Express,320
SHIP-1987,ORD-2987,Express,103
SHIP-1988,ORD-2988,Express,257
SHIP-1989,ORD-2989,Standard,168
SHIP-1990,ORD-2990,Standard,281
SHIP-1991,ORD-2991,Standard,424
SHIP-1992,ORD-2992,Standard,360
SHIP-1993,ORD-2993,Express,65
SHIP-1994,ORD-2994,Express,281
SHIP-1995,ORD-2995,Express,479
SHIP-1996,ORD-2996,Express,138
SHIP-1997,ORD-2997,Express,326
SHIP-1998,ORD-2998,Standard,195
SHIP-1999,ORD-2999,Standard,311
SHIP-2000,ORD-3000,Express,395
